"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"8445","YOMOU","Situation report","New","Confirmed","16 to 22 March 2015 (2015-W12)",0," 2015-W12 "
"8446","YOMOU","Situation report","New","Probable","16 to 22 March 2015 (2015-W12)",0," 2015-W12 "
"8447","YOMOU","Patient database","New","Confirmed","16 to 22 March 2015 (2015-W12)",0," 2015-W12 "
"8448","YOMOU","Patient database","New","Probable","16 to 22 March 2015 (2015-W12)",0," 2015-W12 "
"8449","BEYLA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8450","BEYLA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8451","BEYLA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8452","BEYLA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8453","BOFFA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",2," 2015-W13 "
"8454","BOFFA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8455","BOFFA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",2," 2015-W13 "
"8456","BOFFA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8457","BOKE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8458","BOKE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8459","BOKE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8460","BOKE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8461","CONAKRY","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",19," 2015-W13 "
"8462","CONAKRY","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8463","CONAKRY","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",19," 2015-W13 "
"8464","CONAKRY","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8465","COYAH","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",8," 2015-W13 "
"8466","COYAH","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8467","COYAH","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",7," 2015-W13 "
"8468","COYAH","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8469","DABOLA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8470","DABOLA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8471","DABOLA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8472","DABOLA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8473","DALABA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8474","DALABA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8475","DALABA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8476","DALABA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8477","DINGUIRAYE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8478","DINGUIRAYE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8479","DINGUIRAYE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8480","DINGUIRAYE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8481","DUBREKA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",3," 2015-W13 "
"8482","DUBREKA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8483","DUBREKA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",3," 2015-W13 "
"8484","DUBREKA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8485","FARANAH","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8486","FARANAH","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8487","FARANAH","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8488","FARANAH","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8489","FORECARIAH","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",20," 2015-W13 "
"8490","FORECARIAH","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8491","FORECARIAH","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",19," 2015-W13 "
"8492","FORECARIAH","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8493","FRIA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",3," 2015-W13 "
"8494","FRIA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8495","FRIA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",3," 2015-W13 "
"8496","FRIA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",1," 2015-W13 "
"8497","GAOUAL","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8498","GAOUAL","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8499","GAOUAL","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8500","GAOUAL","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8501","GUECKEDOU","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8502","GUECKEDOU","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8503","GUECKEDOU","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8504","GUECKEDOU","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8505","KANKAN","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8506","KANKAN","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8507","KANKAN","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8508","KANKAN","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8509","KEROUANE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8510","KEROUANE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8511","KEROUANE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8512","KEROUANE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8513","KINDIA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8514","KINDIA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8515","KINDIA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8516","KINDIA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8517","KISSIDOUGOU","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8518","KISSIDOUGOU","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8519","KISSIDOUGOU","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8520","KISSIDOUGOU","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8521","KOUBIA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8522","KOUBIA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8523","KOUBIA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8524","KOUBIA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8525","KOUNDARA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8526","KOUNDARA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8527","KOUNDARA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8528","KOUNDARA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8529","KOUROUSSA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8530","KOUROUSSA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8531","KOUROUSSA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8532","KOUROUSSA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8533","LABE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8534","LABE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8535","LABE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8536","LABE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8537","LELOUMA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8538","LELOUMA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8539","LELOUMA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8540","LELOUMA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8541","LOLA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8542","LOLA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8543","LOLA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8544","LOLA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8545","MACENTA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8546","MACENTA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8547","MACENTA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8548","MACENTA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8549","MALI","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8550","MALI","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8551","MALI","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8552","MALI","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8553","MAMOU","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8554","MAMOU","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8555","MAMOU","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8556","MAMOU","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8557","N'ZEREKORE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8558","N'ZEREKORE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8559","N'ZEREKORE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8560","N'ZEREKORE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8561","PITA","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8562","PITA","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8563","PITA","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8564","PITA","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8565","SIGUIRI","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",2," 2015-W13 "
"8566","SIGUIRI","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8567","SIGUIRI","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",2," 2015-W13 "
"8568","SIGUIRI","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8569","TELIMELE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8570","TELIMELE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8571","TELIMELE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8572","TELIMELE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8573","TOUGUE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8574","TOUGUE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8575","TOUGUE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8576","TOUGUE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8577","YOMOU","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8578","YOMOU","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8579","YOMOU","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8580","YOMOU","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)",0," 2015-W13 "
"8581","BEYLA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8582","BEYLA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8583","BEYLA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8584","BEYLA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8585","BOFFA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8586","BOFFA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8587","BOFFA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8588","BOFFA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8589","BOKE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8590","BOKE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8591","BOKE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8592","BOKE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8593","CONAKRY","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",8," 2015-W14 "
"8594","CONAKRY","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8595","CONAKRY","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",8," 2015-W14 "
"8596","CONAKRY","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8597","COYAH","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8598","COYAH","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8599","COYAH","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8600","COYAH","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8601","DABOLA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8602","DABOLA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8603","DABOLA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8604","DABOLA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8605","DALABA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8606","DALABA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8607","DALABA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8608","DALABA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8609","DINGUIRAYE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8610","DINGUIRAYE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8611","DINGUIRAYE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8612","DINGUIRAYE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8613","DUBREKA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8614","DUBREKA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8615","DUBREKA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8616","DUBREKA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8617","FARANAH","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8618","FARANAH","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8619","FARANAH","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8620","FARANAH","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8621","FORECARIAH","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",6," 2015-W14 "
"8622","FORECARIAH","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8623","FORECARIAH","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",6," 2015-W14 "
"8624","FORECARIAH","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8625","FRIA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8626","FRIA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8627","FRIA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8628","FRIA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",1," 2015-W14 "
"8629","GAOUAL","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8630","GAOUAL","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8631","GAOUAL","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8632","GAOUAL","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8633","GUECKEDOU","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8634","GUECKEDOU","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8635","GUECKEDOU","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8636","GUECKEDOU","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8637","KANKAN","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8638","KANKAN","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8639","KANKAN","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8640","KANKAN","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8641","KEROUANE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8642","KEROUANE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8643","KEROUANE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8644","KEROUANE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8645","KINDIA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",4," 2015-W14 "
"8646","KINDIA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8647","KINDIA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",4," 2015-W14 "
"8648","KINDIA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8649","KISSIDOUGOU","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8650","KISSIDOUGOU","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8651","KISSIDOUGOU","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8652","KISSIDOUGOU","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8653","KOUBIA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8654","KOUBIA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8655","KOUBIA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8656","KOUBIA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8657","KOUNDARA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8658","KOUNDARA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8659","KOUNDARA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8660","KOUNDARA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8661","KOUROUSSA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8662","KOUROUSSA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8663","KOUROUSSA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8664","KOUROUSSA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8665","LABE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8666","LABE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8667","LABE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8668","LABE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8669","LELOUMA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8670","LELOUMA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8671","LELOUMA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8672","LELOUMA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8673","LOLA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8674","LOLA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8675","LOLA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8676","LOLA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8677","MACENTA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8678","MACENTA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8679","MACENTA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8680","MACENTA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8681","MALI","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8682","MALI","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8683","MALI","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8684","MALI","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8685","MAMOU","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8686","MAMOU","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8687","MAMOU","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8688","MAMOU","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8689","N'ZEREKORE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8690","N'ZEREKORE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8691","N'ZEREKORE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8692","N'ZEREKORE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8693","PITA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8694","PITA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8695","PITA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8696","PITA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8697","SIGUIRI","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8698","SIGUIRI","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8699","SIGUIRI","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8700","SIGUIRI","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8701","TELIMELE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8702","TELIMELE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8703","TELIMELE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8704","TELIMELE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8705","TOUGUE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
"8706","TOUGUE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)",0," 2015-W14 "
