"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"3896","RIVERCESS","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)","0"," 2015-W13 "
"3897","SINOE","Situation report","New","Confirmed","23 to 29 March 2015 (2015-W13)","0"," 2015-W13 "
"3898","SINOE","Situation report","New","Probable","23 to 29 March 2015 (2015-W13)","0"," 2015-W13 "
"3899","SINOE","Patient database","New","Confirmed","23 to 29 March 2015 (2015-W13)","0"," 2015-W13 "
"3900","SINOE","Patient database","New","Probable","23 to 29 March 2015 (2015-W13)","0"," 2015-W13 "
"3901","BOMI","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3902","BOMI","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3903","BOMI","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3904","BOMI","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3905","BONG","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3906","BONG","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3907","BONG","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3908","BONG","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3909","GBARPOLU","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3910","GBARPOLU","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3911","GBARPOLU","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3912","GBARPOLU","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3913","GRAND BASSA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3914","GRAND BASSA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3915","GRAND BASSA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3916","GRAND BASSA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3917","GRAND CAPE MOUNT","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3918","GRAND CAPE MOUNT","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3919","GRAND CAPE MOUNT","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3920","GRAND CAPE MOUNT","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3921","GRAND GEDEH","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3922","GRAND GEDEH","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3923","GRAND GEDEH","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3924","GRAND GEDEH","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3925","GRAND KRU","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3926","GRAND KRU","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3927","GRAND KRU","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3928","GRAND KRU","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3929","LOFA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3930","LOFA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3931","LOFA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3932","LOFA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3933","MARGIBI","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3934","MARGIBI","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3935","MARGIBI","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3936","MARGIBI","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3937","MARYLAND","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3938","MARYLAND","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3939","MARYLAND","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3940","MARYLAND","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3941","MONTSERRADO","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3942","MONTSERRADO","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3943","MONTSERRADO","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3944","MONTSERRADO","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3945","NIMBA","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3946","NIMBA","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3947","NIMBA","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3948","NIMBA","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3949","RIVER GEE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3950","RIVER GEE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3951","RIVER GEE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3952","RIVER GEE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3953","RIVERCESS","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3954","RIVERCESS","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3955","RIVERCESS","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3956","RIVERCESS","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3957","SINOE","Situation report","New","Confirmed","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3958","SINOE","Situation report","New","Probable","30 March to 05 April 2015 (2015-W14)","0"," 2015-W14 "
"3959","SINOE","Patient database","New","Confirmed","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3960","SINOE","Patient database","New","Probable","30 March to 05 April 2015 (2015-W14)",NA," 2015-W14 "
"3961","BOMI","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3962","BOMI","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3963","BOMI","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3964","BOMI","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3965","BONG","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3966","BONG","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3967","BONG","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3968","BONG","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3969","GBARPOLU","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3970","GBARPOLU","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3971","GBARPOLU","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3972","GBARPOLU","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3973","GRAND BASSA","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3974","GRAND BASSA","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3975","GRAND BASSA","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3976","GRAND BASSA","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3977","GRAND CAPE MOUNT","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3978","GRAND CAPE MOUNT","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3979","GRAND CAPE MOUNT","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3980","GRAND CAPE MOUNT","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3981","GRAND GEDEH","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3982","GRAND GEDEH","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3983","GRAND GEDEH","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3984","GRAND GEDEH","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3985","GRAND KRU","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3986","GRAND KRU","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3987","GRAND KRU","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3988","GRAND KRU","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3989","LOFA","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3990","LOFA","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3991","LOFA","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3992","LOFA","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3993","MARGIBI","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3994","MARGIBI","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3995","MARGIBI","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3996","MARGIBI","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"3997","MARYLAND","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3998","MARYLAND","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"3999","MARYLAND","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4000","MARYLAND","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4001","MONTSERRADO","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4002","MONTSERRADO","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4003","MONTSERRADO","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4004","MONTSERRADO","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4005","NIMBA","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4006","NIMBA","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4007","NIMBA","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4008","NIMBA","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4009","RIVER GEE","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4010","RIVER GEE","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4011","RIVER GEE","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4012","RIVER GEE","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4013","RIVERCESS","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4014","RIVERCESS","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4015","RIVERCESS","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4016","RIVERCESS","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4017","SINOE","Situation report","New","Confirmed","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4018","SINOE","Situation report","New","Probable","06 to 12 April 2015 (2015-W15)","0"," 2015-W15 "
"4019","SINOE","Patient database","New","Confirmed","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4020","SINOE","Patient database","New","Probable","06 to 12 April 2015 (2015-W15)",NA," 2015-W15 "
"4021","BOMI","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4022","BOMI","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4023","BOMI","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4024","BOMI","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4025","BONG","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4026","BONG","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4027","BONG","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4028","BONG","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4029","GBARPOLU","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4030","GBARPOLU","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4031","GBARPOLU","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4032","GBARPOLU","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4033","GRAND BASSA","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4034","GRAND BASSA","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4035","GRAND BASSA","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4036","GRAND BASSA","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4037","GRAND CAPE MOUNT","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4038","GRAND CAPE MOUNT","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4039","GRAND CAPE MOUNT","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4040","GRAND CAPE MOUNT","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4041","GRAND GEDEH","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4042","GRAND GEDEH","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4043","GRAND GEDEH","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4044","GRAND GEDEH","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4045","GRAND KRU","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4046","GRAND KRU","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4047","GRAND KRU","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4048","GRAND KRU","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4049","LOFA","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4050","LOFA","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4051","LOFA","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4052","LOFA","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4053","MARGIBI","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4054","MARGIBI","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4055","MARGIBI","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4056","MARGIBI","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4057","MARYLAND","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4058","MARYLAND","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4059","MARYLAND","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4060","MARYLAND","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4061","MONTSERRADO","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4062","MONTSERRADO","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4063","MONTSERRADO","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4064","MONTSERRADO","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4065","NIMBA","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4066","NIMBA","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4067","NIMBA","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4068","NIMBA","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4069","RIVER GEE","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4070","RIVER GEE","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4071","RIVER GEE","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4072","RIVER GEE","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4073","RIVERCESS","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4074","RIVERCESS","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4075","RIVERCESS","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4076","RIVERCESS","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4077","SINOE","Situation report","New","Confirmed","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4078","SINOE","Situation report","New","Probable","13 to 19 April 2015 (2015-W16)","0"," 2015-W16 "
"4079","SINOE","Patient database","New","Confirmed","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4080","SINOE","Patient database","New","Probable","13 to 19 April 2015 (2015-W16)",NA," 2015-W16 "
"4081","BOMI","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4082","BOMI","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4083","BOMI","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4084","BOMI","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4085","BONG","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4086","BONG","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4087","BONG","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4088","BONG","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4089","GBARPOLU","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4090","GBARPOLU","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4091","GBARPOLU","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4092","GBARPOLU","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4093","GRAND BASSA","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4094","GRAND BASSA","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4095","GRAND BASSA","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4096","GRAND BASSA","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4097","GRAND CAPE MOUNT","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4098","GRAND CAPE MOUNT","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4099","GRAND CAPE MOUNT","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4100","GRAND CAPE MOUNT","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4101","GRAND GEDEH","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4102","GRAND GEDEH","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4103","GRAND GEDEH","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4104","GRAND GEDEH","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4105","GRAND KRU","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4106","GRAND KRU","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4107","GRAND KRU","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4108","GRAND KRU","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4109","LOFA","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4110","LOFA","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4111","LOFA","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4112","LOFA","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4113","MARGIBI","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4114","MARGIBI","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4115","MARGIBI","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4116","MARGIBI","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4117","MARYLAND","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4118","MARYLAND","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4119","MARYLAND","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4120","MARYLAND","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4121","MONTSERRADO","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4122","MONTSERRADO","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4123","MONTSERRADO","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4124","MONTSERRADO","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4125","NIMBA","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4126","NIMBA","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4127","NIMBA","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4128","NIMBA","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4129","RIVER GEE","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4130","RIVER GEE","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4131","RIVER GEE","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4132","RIVER GEE","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4133","RIVERCESS","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4134","RIVERCESS","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4135","RIVERCESS","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4136","RIVERCESS","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4137","SINOE","Situation report","New","Confirmed","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4138","SINOE","Situation report","New","Probable","20 to 26 April 2015 (2015-W17)","0"," 2015-W17 "
"4139","SINOE","Patient database","New","Confirmed","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4140","SINOE","Patient database","New","Probable","20 to 26 April 2015 (2015-W17)",NA," 2015-W17 "
"4141","BOMI","Situation report","New","Confirmed","27 April to 03 May 2015 (2015-W18)","0"," 2015-W18 "
"4142","BOMI","Situation report","New","Probable","27 April to 03 May 2015 (2015-W18)","0"," 2015-W18 "
"4143","BOMI","Patient database","New","Confirmed","27 April to 03 May 2015 (2015-W18)",NA," 2015-W18 "
"4144","BOMI","Patient database","New","Probable","27 April to 03 May 2015 (2015-W18)",NA," 2015-W18 "
"4145","BONG","Situation report","New","Confirmed","27 April to 03 May 2015 (2015-W18)","0"," 2015-W18 "
"4146","BONG","Situation report","New","Probable","27 April to 03 May 2015 (2015-W18)","0"," 2015-W18 "
"4147","BONG","Patient database","New","Confirmed","27 April to 03 May 2015 (2015-W18)",NA," 2015-W18 "
"4148","BONG","Patient database","New","Probable","27 April to 03 May 2015 (2015-W18)",NA," 2015-W18 "
"4149","GBARPOLU","Situation report","New","Confirmed","27 April to 03 May 2015 (2015-W18)","0"," 2015-W18 "
"4150","GBARPOLU","Situation report","New","Probable","27 April to 03 May 2015 (2015-W18)","0"," 2015-W18 "
