"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"4006","KONO","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4007","KONO","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4008","KONO","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4009","MOYAMBA","Situation report","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4010","MOYAMBA","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4011","MOYAMBA","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4012","MOYAMBA","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4013","PORT LOKO","Situation report","New","Confirmed","11 to 17 May 2015 (2015-W20)","3"," 2015-W20 "
"4014","PORT LOKO","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4015","PORT LOKO","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","3"," 2015-W20 "
"4016","PORT LOKO","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4017","PUJEHUN","Situation report","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4018","PUJEHUN","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4019","PUJEHUN","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4020","PUJEHUN","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4021","TONKOLILI","Situation report","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4022","TONKOLILI","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4023","TONKOLILI","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4024","TONKOLILI","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4025","WESTERN AREA RURAL","Situation report","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4026","WESTERN AREA RURAL","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4027","WESTERN AREA RURAL","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4028","WESTERN AREA RURAL","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4029","WESTERN AREA URBAN","Situation report","New","Confirmed","11 to 17 May 2015 (2015-W20)","4"," 2015-W20 "
"4030","WESTERN AREA URBAN","Situation report","New","Probable","11 to 17 May 2015 (2015-W20)","0"," 2015-W20 "
"4031","WESTERN AREA URBAN","Patient database","New","Confirmed","11 to 17 May 2015 (2015-W20)","4"," 2015-W20 "
"4032","WESTERN AREA URBAN","Patient database","New","Probable","11 to 17 May 2015 (2015-W20)","15"," 2015-W20 "
"4033","BO","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4034","BO","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4035","BO","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4036","BO","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4037","BOMBALI","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4038","BOMBALI","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4039","BOMBALI","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4040","BOMBALI","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4041","BONTHE","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4042","BONTHE","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4043","BONTHE","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4044","BONTHE","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4045","KAILAHUN","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4046","KAILAHUN","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4047","KAILAHUN","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4048","KAILAHUN","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4049","KAMBIA","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4050","KAMBIA","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4051","KAMBIA","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4052","KAMBIA","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4053","KENEMA","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4054","KENEMA","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4055","KENEMA","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4056","KENEMA","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4057","KOINADUGU","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4058","KOINADUGU","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4059","KOINADUGU","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4060","KOINADUGU","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","1"," 2015-W21 "
"4061","KONO","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4062","KONO","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4063","KONO","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4064","KONO","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4065","MOYAMBA","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4066","MOYAMBA","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4067","MOYAMBA","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4068","MOYAMBA","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4069","PORT LOKO","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","1"," 2015-W21 "
"4070","PORT LOKO","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4071","PORT LOKO","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","1"," 2015-W21 "
"4072","PORT LOKO","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4073","PUJEHUN","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4074","PUJEHUN","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4075","PUJEHUN","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4076","PUJEHUN","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4077","TONKOLILI","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4078","TONKOLILI","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4079","TONKOLILI","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4080","TONKOLILI","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4081","WESTERN AREA RURAL","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4082","WESTERN AREA RURAL","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4083","WESTERN AREA RURAL","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","4"," 2015-W21 "
"4084","WESTERN AREA RURAL","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","7"," 2015-W21 "
"4085","WESTERN AREA URBAN","Situation report","New","Confirmed","18 to 24 May 2015 (2015-W21)","2"," 2015-W21 "
"4086","WESTERN AREA URBAN","Situation report","New","Probable","18 to 24 May 2015 (2015-W21)","0"," 2015-W21 "
"4087","WESTERN AREA URBAN","Patient database","New","Confirmed","18 to 24 May 2015 (2015-W21)","2"," 2015-W21 "
"4088","WESTERN AREA URBAN","Patient database","New","Probable","18 to 24 May 2015 (2015-W21)","19"," 2015-W21 "
"4089","BO","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4090","BO","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4091","BO","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4092","BO","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4093","BOMBALI","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4094","BOMBALI","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4095","BOMBALI","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4096","BOMBALI","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4097","BONTHE","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4098","BONTHE","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4099","BONTHE","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4100","BONTHE","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4101","KAILAHUN","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4102","KAILAHUN","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4103","KAILAHUN","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4104","KAILAHUN","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4105","KAMBIA","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","1"," 2015-W22 "
"4106","KAMBIA","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4107","KAMBIA","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","1"," 2015-W22 "
"4108","KAMBIA","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4109","KENEMA","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4110","KENEMA","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4111","KENEMA","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4112","KENEMA","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4113","KOINADUGU","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4114","KOINADUGU","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4115","KOINADUGU","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4116","KOINADUGU","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4117","KONO","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4118","KONO","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4119","KONO","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4120","KONO","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4121","MOYAMBA","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4122","MOYAMBA","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4123","MOYAMBA","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4124","MOYAMBA","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4125","PORT LOKO","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","8"," 2015-W22 "
"4126","PORT LOKO","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4127","PORT LOKO","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","9"," 2015-W22 "
"4128","PORT LOKO","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4129","PUJEHUN","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4130","PUJEHUN","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4131","PUJEHUN","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4132","PUJEHUN","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4133","TONKOLILI","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4134","TONKOLILI","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4135","TONKOLILI","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4136","TONKOLILI","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4137","WESTERN AREA RURAL","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4138","WESTERN AREA RURAL","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4139","WESTERN AREA RURAL","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","2"," 2015-W22 "
"4140","WESTERN AREA RURAL","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4141","WESTERN AREA URBAN","Situation report","New","Confirmed","25 to 31 May 2015 (2015-W22)","3"," 2015-W22 "
"4142","WESTERN AREA URBAN","Situation report","New","Probable","25 to 31 May 2015 (2015-W22)","0"," 2015-W22 "
"4143","WESTERN AREA URBAN","Patient database","New","Confirmed","25 to 31 May 2015 (2015-W22)","2"," 2015-W22 "
"4144","WESTERN AREA URBAN","Patient database","New","Probable","25 to 31 May 2015 (2015-W22)","10"," 2015-W22 "
"4145","BO","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4146","BO","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4147","BO","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4148","BO","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4149","BOMBALI","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4150","BOMBALI","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4151","BOMBALI","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4152","BOMBALI","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4153","BONTHE","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4154","BONTHE","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4155","BONTHE","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4156","BONTHE","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4157","KAILAHUN","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4158","KAILAHUN","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4159","KAILAHUN","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4160","KAILAHUN","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4161","KAMBIA","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","5"," 2015-W23 "
"4162","KAMBIA","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4163","KAMBIA","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","5"," 2015-W23 "
"4164","KAMBIA","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4165","KENEMA","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4166","KENEMA","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4167","KENEMA","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4168","KENEMA","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4169","KOINADUGU","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4170","KOINADUGU","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4171","KOINADUGU","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4172","KOINADUGU","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4173","KONO","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4174","KONO","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4175","KONO","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4176","KONO","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4177","MOYAMBA","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4178","MOYAMBA","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4179","MOYAMBA","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4180","MOYAMBA","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4181","PORT LOKO","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","10"," 2015-W23 "
"4182","PORT LOKO","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4183","PORT LOKO","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","10"," 2015-W23 "
"4184","PORT LOKO","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4185","PUJEHUN","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4186","PUJEHUN","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4187","PUJEHUN","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4188","PUJEHUN","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4189","TONKOLILI","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4190","TONKOLILI","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4191","TONKOLILI","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4192","TONKOLILI","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4193","WESTERN AREA RURAL","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4194","WESTERN AREA RURAL","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4195","WESTERN AREA RURAL","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4196","WESTERN AREA RURAL","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","3"," 2015-W23 "
"4197","WESTERN AREA URBAN","Situation report","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4198","WESTERN AREA URBAN","Situation report","New","Probable","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4199","WESTERN AREA URBAN","Patient database","New","Confirmed","01 to 07 June 2015 (2015-W23)","0"," 2015-W23 "
"4200","WESTERN AREA URBAN","Patient database","New","Probable","01 to 07 June 2015 (2015-W23)","7"," 2015-W23 "
"4201","BO","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4202","BO","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4203","BO","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4204","BO","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4205","BOMBALI","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4206","BOMBALI","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4207","BOMBALI","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4208","BOMBALI","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4209","BONTHE","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4210","BONTHE","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4211","BONTHE","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4212","BONTHE","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4213","KAILAHUN","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4214","KAILAHUN","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4215","KAILAHUN","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4216","KAILAHUN","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4217","KAMBIA","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","6"," 2015-W24 "
"4218","KAMBIA","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4219","KAMBIA","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","7"," 2015-W24 "
"4220","KAMBIA","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4221","KENEMA","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4222","KENEMA","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4223","KENEMA","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4224","KENEMA","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4225","KOINADUGU","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4226","KOINADUGU","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4227","KOINADUGU","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4228","KOINADUGU","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4229","KONO","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4230","KONO","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4231","KONO","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4232","KONO","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4233","MOYAMBA","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4234","MOYAMBA","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4235","MOYAMBA","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4236","MOYAMBA","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4237","PORT LOKO","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","8"," 2015-W24 "
"4238","PORT LOKO","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4239","PORT LOKO","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","7"," 2015-W24 "
"4240","PORT LOKO","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","1"," 2015-W24 "
"4241","PUJEHUN","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4242","PUJEHUN","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4243","PUJEHUN","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4244","PUJEHUN","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4245","TONKOLILI","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4246","TONKOLILI","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4247","TONKOLILI","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4248","TONKOLILI","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4249","WESTERN AREA RURAL","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4250","WESTERN AREA RURAL","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4251","WESTERN AREA RURAL","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4252","WESTERN AREA RURAL","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","7"," 2015-W24 "
"4253","WESTERN AREA URBAN","Situation report","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4254","WESTERN AREA URBAN","Situation report","New","Probable","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4255","WESTERN AREA URBAN","Patient database","New","Confirmed","08 to 14 June 2015 (2015-W24)","0"," 2015-W24 "
"4256","WESTERN AREA URBAN","Patient database","New","Probable","08 to 14 June 2015 (2015-W24)","10"," 2015-W24 "
"4257","BO","Situation report","New","Confirmed","15 to 21 June 2015 (2015-W25)","0"," 2015-W25 "
"4258","BO","Situation report","New","Probable","15 to 21 June 2015 (2015-W25)","0"," 2015-W25 "
"4259","BO","Patient database","New","Confirmed","15 to 21 June 2015 (2015-W25)","0"," 2015-W25 "
"4260","BO","Patient database","New","Probable","15 to 21 June 2015 (2015-W25)","0"," 2015-W25 "
